"Cyanobacteria_rel_abund_16S","year","doy"
13.2507653831229,"2015",200
12.0004612290286,"2018",200
14.9092531485842,"2014",170
24.7936191877229,"2015",170
0.0769998315474957,"2019",78
1.12257995661715,"2004",140
1.61027878530366,"2015",139
24.1442338043127,"2016",293
15.5990252494481,"2005",262
21.6959293703944,"2015",262
0.179722408740209,"2010",110
5.59629111630412,"2016",111
0.839926451624835,"2018",110
0.0422027399869566,"2019",110
14.9355609965878,"2014",232
16.1195053094093,"2018",232
9.5577622068374,"2012",202
13.433044646786,"2014",201
10.1463746426762,"2016",202
4.4473410018967,"2013",171
4.12206067414738,"2017",171
0.195409698320903,"2016",141
2.73764835248171,"2002",324
14.9074606341302,"2017",293
4.46966922304815,"2017",111
14.6119386234966,"2014",233
14.4656834897492,"2015",202
13.0937797684717,"2010",172
7.46645934937074,"2016",173
6.60545190684469,"2018",172
0.49006715367845,"2013",141
20.4836025368256,"2016",295
13.3322518684657,"2011",264
9.25041211718178,"2012",265
10.3426791928158,"2014",264
3.67723099514564,"2016",113
14.3326783130624,"2008",235
19.2778655455644,"2011",234
13.6663058630393,"2014",234
18.704135703291,"2015",234
14.4994427549407,"2016",235
0.484935115900249,"2019",53
17.8049063059478,"2004",204
13.194671324377,"2008",204
6.29048661732227,"2016",204
14.4049470060429,"2005",173
12.7173352245712,"2012",174
3.93993663038986,"2002",295
14.7870294803817,"2012",296
13.4469331677256,"2015",295
16.7325873982044,"2003",265
26.181524444658,"2015",265
16.8614820760365,"2017",265
21.8108125859557,"2018",265
0.344719523660295,"2001",113
10.1407163734094,"2013",235
7.28165064102564,"2003",204
23.515527088729,"2015",174
6.35101446691368,"2016",175
0.419012438942842,"2014",143
0.146647516120212,"2016",144
3.08411367705799,"2017",143
9.94662203738987,"2016",267
0.12596157404827,"2019",114
16.3763929369611,"2012",237
14.4486360025126,"2014",236
16.2556865834379,"2017",236
13.7859522196412,"2013",205
11.7279016425075,"2014",205
14.3192408187079,"2015",205
12.0512049961891,"2017",205
13.5824768872233,"2018",205
11.232484808052,"2014",175
6.11230855043376,"2017",175
0.719796783701329,"2013",144
1.4623226035833,"2015",144
5.4609011289295,"2018",144
20.0448618128799,"2018",297
12.5530582422935,"2002",267
17.1549249164706,"2014",267
1.14087573159816,"2018",115
12.2862841332043,"2014",237
25.8162743444286,"2015",237
14.2969880910818,"2016",238
15.9695492783134,"2018",237
18.3898694749637,"2011",206
24.5538537053669,"2004",177
3.52107033894457,"2008",177
22.0090736277944,"2015",176
0.0793938349045969,"2005",145
1.70770364914949,"2017",145
9.20417385354217,"2015",298
23.9421651474043,"2009",238
14.0073795243351,"2014",238
0.86979793924796,"2010",57
12.6723609473826,"2015",207
15.4338134435587,"2009",177
12.2593334682682,"2014",177
8.5951140688902,"2018",177
5.33432224288859,"2004",147
0.21167230590694,"2016",147
3.58917112140496,"2009",299
5.881401028092,"2012",300
17.7755938097897,"2010",269
19.5549304931169,"2015",269
0.520673372328036,"2015",117
12.5028537928863,"2014",239
26.2501400577219,"2010",208
10.7198748393142,"2012",209
14.300448042824,"2014",208
10.9059876054224,"2016",209
14.6208975009913,"2017",208
14.3026304367749,"2018",208
13.2637584862054,"2003",178
8.35105796951924,"2013",178
17.815971118912,"2015",178
8.64405052911089,"2017",178
1.6831036282216,"2015",147
10.3721218001412,"2003",300
21.0668208308759,"2007",270
29.6438020041715,"2009",270
7.87516099151079,"2012",271
13.1539935926255,"2014",240
1.11387359156951,"2011",59
15.1593719591843,"2015",209
16.796382997401,"2011",179
18.4128299095818,"2018",179
1.57482378390935,"2003",148
3.30180098235401,"2013",148
0.754521618387081,"2014",148
2.95496358005066,"2015",148
13.3844268930711,"2016",302
19.0639777574089,"2014",271
19.7670929285697,"2016",272
4.21526314701655,"2016",120
12.6510267107331,"2002",241
11.9453562375223,"2014",241
0.601577811605318,"2010",29
16.1517936232315,"2013",210
8.90375508705578,"2016",211
8.67120755344411,"2012",181
12.4235285420065,"2015",180
1.06583422064121,"2014",149
5.82574516546949,"2018",149
16.4297282706496,"2010",302
16.9158802208123,"2018",272
0.121897343373137,"2013",120
19.0683851134755,"2010",242
15.3490093223277,"2013",242
20.5614147169495,"2015",242
14.7804287592252,"2016",243
15.4921823874984,"2017",242
23.9302444490068,"2009",211
17.2987213736512,"2015",211
16.5532756258314,"2014",181
6.04404663694091,"2016",182
1.15133908197213,"2014",150
18.2560544974431,"2011",334
11.6968702071343,"2004",274
12.235233863347,"2005",243
15.2465467081714,"2012",244
13.2193173448717,"2014",243
15.4952108487465,"2018",243
9.59550158983754,"2013",151
2.89730185353716,"2015",151
9.49085362242258,"2018",304
