dateTime,PRES,PRES.1,PRES.2,PRES.3,PRES.4,PRES.5
2017-01-01T00:00:00Z,97685.0234375,97685.0234375,97685.0234375,97685.0234375,97685.0234375,97685.0234375
2017-01-01T01:00:00Z,97734.7578125,97734.7578125,97734.7578125,97734.7578125,97734.7578125,97734.7578125
2017-01-01T02:00:00Z,97784.9375,97784.9375,97784.9375,97784.9375,97784.9375,97784.9375
2017-01-01T03:00:00Z,97835.0234375,97835.0234375,97835.0234375,97835.0234375,97835.0234375,97835.0234375
2017-01-01T04:00:00Z,97927.296875,97927.296875,97927.296875,97927.296875,97927.296875,97927.296875
2017-01-01T05:00:00Z,98020.21875,98020.21875,98020.21875,98020.21875,98020.21875,98020.21875
2017-01-01T06:00:00Z,98113.140625,98113.140625,98113.140625,98113.140625,98113.140625,98113.140625
2017-01-01T07:00:00Z,98217.203125,98217.203125,98217.203125,98217.203125,98217.203125,98217.203125
2017-01-01T08:00:00Z,98321.2578125,98321.2578125,98321.2578125,98321.2578125,98321.2578125,98321.2578125
2017-01-01T09:00:00Z,98425.9609375,98425.9609375,98425.9609375,98425.9609375,98425.9609375,98425.9609375
2017-01-01T10:00:00Z,98441.296875,98441.296875,98441.296875,98441.296875,98441.296875,98441.296875
2017-01-01T11:00:00Z,98456.640625,98456.640625,98456.640625,98456.640625,98456.640625,98456.640625
2017-01-01T12:00:00Z,98471.8828125,98471.8828125,98471.8828125,98471.8828125,98471.8828125,98471.8828125
2017-01-01T13:00:00Z,98537.28125,98537.28125,98537.28125,98537.28125,98537.28125,98537.28125
2017-01-01T14:00:00Z,98602.0390625,98602.0390625,98602.0390625,98602.0390625,98602.0390625,98602.0390625
2017-01-01T15:00:00Z,98667.4375,98667.4375,98667.4375,98667.4375,98667.4375,98667.4375
2017-01-01T16:00:00Z,98617.3828125,98617.3828125,98617.3828125,98617.3828125,98617.3828125,98617.3828125
2017-01-01T17:00:00Z,98567.21875,98567.21875,98567.21875,98567.21875,98567.21875,98567.21875
2017-01-01T18:00:00Z,98516.9609375,98516.9609375,98516.9609375,98516.9609375,98516.9609375,98516.9609375
2017-01-01T19:00:00Z,98555.78125,98555.78125,98555.78125,98555.78125,98555.78125,98555.78125
2017-01-01T20:00:00Z,98595.2421875,98595.2421875,98595.2421875,98595.2421875,98595.2421875,98595.2421875
2017-01-01T21:00:00Z,98634.703125,98634.703125,98634.703125,98634.703125,98634.703125,98634.703125
2017-01-01T22:00:00Z,98619.078125,98619.078125,98619.078125,98619.078125,98619.078125,98619.078125
2017-01-01T23:00:00Z,98604.1015625,98604.1015625,98604.1015625,98604.1015625,98604.1015625,98604.1015625
2017-01-02T00:00:00Z,98588.921875,98588.921875,98588.921875,98588.921875,98588.921875,98588.921875
2017-01-02T01:00:00Z,98580.421875,98580.421875,98580.421875,98580.421875,98580.421875,98580.421875
2017-01-02T02:00:00Z,98572.0234375,98572.0234375,98572.0234375,98572.0234375,98572.0234375,98572.0234375
2017-01-02T03:00:00Z,98562.9765625,98562.9765625,98562.9765625,98562.9765625,98562.9765625,98562.9765625
2017-01-02T04:00:00Z,98498.0625,98498.0625,98498.0625,98498.0625,98498.0625,98498.0625
2017-01-02T05:00:00Z,98433.78125,98433.78125,98433.78125,98433.78125,98433.78125,98433.78125
2017-01-02T06:00:00Z,98368.859375,98368.859375,98368.859375,98368.859375,98368.859375,98368.859375
2017-01-02T07:00:00Z,98471.421875,98471.421875,98471.421875,98471.421875,98471.421875,98471.421875
2017-01-02T08:00:00Z,98574.5234375,98574.5234375,98574.5234375,98574.5234375,98574.5234375,98574.5234375
2017-01-02T09:00:00Z,98677.71875,98677.71875,98677.71875,98677.71875,98677.71875,98677.71875
2017-01-02T10:00:00Z,98625.84375,98625.84375,98625.84375,98625.84375,98625.84375,98625.84375
2017-01-02T11:00:00Z,98573.3203125,98573.3203125,98573.3203125,98573.3203125,98573.3203125,98573.3203125
2017-01-02T12:00:00Z,98521.4375,98521.4375,98521.4375,98521.4375,98521.4375,98521.4375
2017-01-02T13:00:00Z,98534.0234375,98534.0234375,98534.0234375,98534.0234375,98534.0234375,98534.0234375
2017-01-02T14:00:00Z,98545.859375,98545.859375,98545.859375,98545.859375,98545.859375,98545.859375
2017-01-02T15:00:00Z,98558.4375,98558.4375,98558.4375,98558.4375,98558.4375,98558.4375
2017-01-02T16:00:00Z,98499.0390625,98499.0390625,98499.0390625,98499.0390625,98499.0390625,98499.0390625
2017-01-02T17:00:00Z,98439.1015625,98439.1015625,98439.1015625,98439.1015625,98439.1015625,98439.1015625
2017-01-02T18:00:00Z,98379.703125,98379.703125,98379.703125,98379.703125,98379.703125,98379.703125
2017-01-02T19:00:00Z,98271.0625,98271.0625,98271.0625,98271.0625,98271.0625,98271.0625
2017-01-02T20:00:00Z,98162.5234375,98162.5234375,98162.5234375,98162.5234375,98162.5234375,98162.5234375
2017-01-02T21:00:00Z,98053.8828125,98053.8828125,98053.8828125,98053.8828125,98053.8828125,98053.8828125
2017-01-02T22:00:00Z,98083.921875,98083.921875,98083.921875,98083.921875,98083.921875,98083.921875
2017-01-02T23:00:00Z,98114.6015625,98114.6015625,98114.6015625,98114.6015625,98114.6015625,98114.6015625
2017-01-03T00:00:00Z,98145.1796875,98145.1796875,98145.1796875,98145.1796875,98145.1796875,98145.1796875
2017-01-03T01:00:00Z,98062.6796875,98062.6796875,98062.6796875,98062.6796875,98062.6796875,98062.6796875
2017-01-03T02:00:00Z,97979.9765625,97979.9765625,97979.9765625,97979.9765625,97979.9765625,97979.9765625
2017-01-03T03:00:00Z,97898.0234375,97898.0234375,97898.0234375,97898.0234375,97898.0234375,97898.0234375
2017-01-03T04:00:00Z,97833.7421875,97833.7421875,97833.7421875,97833.7421875,97833.7421875,97833.7421875
2017-01-03T05:00:00Z,97770,97770,97770,97770,97770,97770
2017-01-03T06:00:00Z,97705.71875,97705.71875,97705.71875,97705.71875,97705.71875,97705.71875
2017-01-03T07:00:00Z,97708.859375,97708.859375,97708.859375,97708.859375,97708.859375,97708.859375
2017-01-03T08:00:00Z,97711.8984375,97711.8984375,97711.8984375,97711.8984375,97711.8984375,97711.8984375
2017-01-03T09:00:00Z,97715.0390625,97715.0390625,97715.0390625,97715.0390625,97715.0390625,97715.0390625
2017-01-03T10:00:00Z,97707.84375,97707.84375,97707.84375,97707.84375,97707.84375,97707.84375
