DATATAKE_IDENTIFIER,MGRS_TILE,SPACECRAFT_NAME,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,pixelCount
GS2B_20200213T165409_015353_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200218T165341_024333_N02.14,15TYH,Sentinel-2A,8976.242438747884,9164.256610190843,9208.37379857656,9558.331032310887,9804.719468413432,9527.141815204388,9172.356389746177,9551.965623228576,8881.371090256345,300.3166215279966,372.33953517667067,311
GS2A_20200218T165341_024333_N02.14,16TCN,Sentinel-2A,8985.56255203209,9177.571558313775,9198.177085698426,9537.82935997376,9784.864691339339,9504.236408587498,9153.977660889523,9526.330873634555,8859.992948863492,297.2651303009664,370.6213072983678,312
GS2B_20200223T165309_015496_N02.14,15TYH,Sentinel-2B,8121.664521005227,8578.027385526237,8659.699275681809,8892.502009195696,9086.734811362352,8682.456773949738,8230.620205328469,8319.58225105499,7659.989834351579,251.76275114946165,239.29836870945402,311
GS2B_20200223T165309_015496_N02.14,16TCN,Sentinel-2B,8299.474129014356,8753.349970988169,8815.62616362673,9032.574144150964,9226.41923358309,8818.553861096392,8360.200648351374,8465.873092156711,7788.483866898759,240.13467796866712,233.97825374000348,312
GS2A_20200228T165231_024476_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20200228T165231_024476_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20200304T165059_015639_N02.14,15TYH,Sentinel-2B,3137.035460099517,3294.942885935631,3194.059016186938,3094.235938779368,3139.9667191534936,2823.260275870757,2353.986231655855,2147.454191597909,1845.7778043711032,39.65892800906975,44.35379479750583,311
GS2B_20200304T165059_015639_N02.14,16TCN,Sentinel-2B,3181.856858144756,3295.935379298166,3179.626012260652,3068.9715684048533,3109.9340422311348,2798.6597542823974,2337.8231539645294,2131.1783849239387,1834.1811725825562,44.57173490754055,46.63206690380685,312
GS2A_20200309T165121_024619_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20200309T165121_024619_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20200314T164939_015782_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200314T164939_015782_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200319T165011_024762_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20200319T165011_024762_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20200324T164839_015925_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200324T164839_015925_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200329T164901_024905_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20200329T164901_024905_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20200403T164839_016068_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200403T164839_016068_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200408T164851_025048_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20200408T164851_025048_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20200413T164839_016211_N02.14,15TYH,Sentinel-2B,1593.2942159028164,1191.2230397570404,1191.100331308669,1197.3757178354504,1239.8406405300939,1235.7369133075656,1281.1307840971838,1089.0852429596912,1300.8578961899505,1247.2960933186087,1220.665681943677,283
GS2B_20200413T164839_016211_N02.14,16TCN,Sentinel-2B,1659.9595992728969,1220.2030286877964,1214.5240340590701,1215.0586193229192,1267.8728251807506,1260.4035835827633,1301.7899462872606,1098.5439884100754,1323.8718001284735,1263.5567127256827,1245.1131931061818,288
GS2A_20200418T164901_025191_N02.14,15TYH,Sentinel-2A,273.1230459154753,265.060754550608,303.0410782893495,257.7558102916169,258.24707438432955,232.41597279082947,230.8111985891543,223.2188700636142,222.8537381117341,175.67235623858417,163.57465516155452,311
GS2A_20200418T164901_025191_N02.14,16TCN,Sentinel-2A,245.8952546734277,234.94589924064687,276.0864552587098,232.07459824919894,240.18020131688488,213.4421403163551,212.97395242059588,201.61872146118716,203.02809102146867,172.14529882186724,162.44979691717745,312
GS2B_20200423T164839_016354_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200423T164839_016354_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200428T164901_025334_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20200428T164901_025334_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20200503T164839_016497_N02.14,15TYH,Sentinel-2B,406.7407066826227,478.4762108710714,525.9325943188263,478.91009636581214,517.7176292750521,493.10158090319334,500.83227309945227,488.3803867229327,488.90302953958565,415.46211500913296,379.7326698998553,311
GS2B_20200503T164839_016497_N02.14,16TCN,Sentinel-2B,449.3459219455586,504.2159489391761,540.7621408209086,484.9700925855848,521.8282625696916,496.175256691642,504.0534069981582,490.09245944650473,490.5648603647922,415.64307878604416,380.0417896516059,312
GS2A_20200508T164901_025477_N02.14,15TYH,Sentinel-2A,508.15552056433853,497.89160420734396,551.5271020973738,510.1889651697428,517.8612206336211,494.2978522390883,494.9550292876489,489.5234364174592,489.443912577943,409.21589720980035,377.6865528752285,311
GS2A_20200508T164901_025477_N02.14,16TCN,Sentinel-2A,539.055664875501,515.4023184237747,559.9703448623827,512.4119301697822,521.3861853225358,496.1390171295945,495.9300940992457,488.7911778803701,487.9135825828099,408.5577083175661,377.0170917530712,312
GS2B_20200513T164839_016640_N02.14,15TYH,Sentinel-2B,663.5808402091078,729.057693518927,771.5884738930534,730.2126346287084,768.940064243875,762.0415191786865,777.119884109089,738.8745606852682,766.6156578698748,692.5810039680043,629.2692070290359,311
GS2B_20200513T164839_016640_N02.14,16TCN,Sentinel-2B,742.0953227881628,781.191225812962,804.3176921718509,747.0725295794546,778.9507051136507,772.7723958727518,787.2629985620223,748.0725674209741,773.6719644794266,691.1207396755717,624.2005348268121,312
GS2A_20200518T164901_025620_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20200518T164901_025620_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20200523T164839_016783_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200523T164839_016783_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200528T164901_025763_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20200528T164901_025763_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20200602T164849_016926_N02.14,15TYH,Sentinel-2B,493.5131448006551,500.583321786232,501.76385967122275,439.22568495307695,468.55573471058784,460.3510612836178,478.44776721043036,398.17450399949627,458.7609623984382,393.38021036719795,382.8357372299556,311
GS2B_20200602T164849_016926_N02.14,16TCN,Sentinel-2B,521.411438230026,518.3415071015918,511.2077751709177,441.88197230000753,469.92064633315664,461.6071924115139,478.18377103357795,398.0654910567874,458.1687605640908,392.162642851737,382.1077095789501,312
GS2A_20200607T164901_025906_N02.14,15TYH,Sentinel-2A,655.8029476601374,606.43249984254,656.9571581533038,592.6528941235749,630.8882156578703,644.2285822258617,652.4652516218431,556.8912388990367,646.2662215783839,543.7333753227945,502.9819109403543,311
GS2A_20200607T164901_025906_N02.14,16TCN,Sentinel-2A,709.4507555690103,642.6462196321801,678.06382602992,603.300777012538,636.3833724362368,649.3345064204444,656.8303312394356,562.4942985443629,649.3418729029488,542.0509599132165,499.6499281011125,312
GS2B_20200612T164849_017069_N02.14,15TYH,Sentinel-2B,242.13263210934068,256.58513573093165,243.72362537003212,127.79904264029737,133.93129684449204,138.67671474459922,147.8014486363922,121.29398500976261,114.9445865087863,45.152799647288546,37.35079675001576,311
GS2B_20200612T164849_017069_N02.14,16TCN,Sentinel-2B,264.3967052650168,268.1369610736899,248.87000176593747,127.54031383233678,134.69656146724188,137.4585004667121,146.0176089205076,118.41981381972292,112.01059562552028,44.28557733545244,36.9198390474028,312
GS2A_20200617T164901_026049_N02.14,15TYH,Sentinel-2A,738.656647981357,639.2305977199724,724.6298167160048,639.1356427536691,689.2133904390002,688.3047049190656,702.4137053599552,609.5576242363171,706.0369591232604,575.9223782830513,531.6250173206528,311
GS2A_20200617T164901_026049_N02.14,16TCN,Sentinel-2A,770.1803526829638,657.8797648780239,733.6817275915132,642.336133605792,694.0544539468706,690.00928378617,702.4270920053481,609.1077600343094,705.2761674108832,575.6889300940991,532.901700345619,312
GS2B_20200622T164849_017212_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200622T164849_017212_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200627T164901_026192_N02.14,15TYH,Sentinel-2A,388.89776406122076,366.2009195691881,464.4625433016315,303.14890722428686,358.5597027146187,342.44838445550175,357.7786609561002,315.3047679032565,327.95093531523605,208.9007621087108,197.24329533287153,311
GS2A_20200627T164901_026192_N02.14,16TCN,Sentinel-2A,404.3194328817576,372.56569287822606,464.1015414112365,298.99470218723985,351.01961452105246,333.83943843184716,348.2999192714246,309.95345493075007,323.0353565932542,206.6044552082544,196.92284114130015,312
GS2B_20200702T164849_017355_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200702T164849_017355_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200707T164901_026335_N02.14,15TYH,Sentinel-2A,629.6538136927633,604.4273351388805,807.3376456509418,552.2109466523904,580.6992756818038,486.385160924608,493.23637966870314,407.84738930528465,467.5582036908737,386.9920387982619,365.6035775020471,311
GS2A_20200707T164901_026335_N02.14,16TCN,Sentinel-2A,686.1743484951687,642.4186533464516,827.135270819143,563.9846615706753,596.1589217689647,503.0065087413908,507.63672141073175,418.9126113171371,477.31480360251237,388.61786372007373,368.107293322233,312
GS2B_20200712T164849_017498_N02.14,15TYH,Sentinel-2B,656.7429237261449,679.3539837500792,727.9383384770425,588.9810165648422,651.6652012344904,547.6207217988284,560.3073880456008,494.2319581784972,511.3653712918058,449.05677394973895,423.3724129243561,311
GS2B_20200712T164849_017498_N02.14,16TCN,Sentinel-2B,691.9951815131561,701.5198289563309,741.6394838416711,595.234428214637,658.651731880219,552.9124977925778,564.9639874870708,498.1802643860844,514.8186634375235,450.4891268700016,425.59543631272226,312
GS2A_20200717T164901_026478_N02.14,15TYH,Sentinel-2A,465.69006739308446,463.52160987592157,607.8150280279652,397.1379479750583,464.32653523965513,313.03471688606174,313.62000377905156,262.0513825029919,269.1212697612901,209.62564716256225,203.3262077218619,311
GS2A_20200717T164901_026478_N02.14,16TCN,Sentinel-2A,503.08057720931384,487.7941295189081,620.9114382300262,401.3494916622517,465.5330482605514,313.848936653296,314.86995131057796,264.39196246121236,271.41393577032727,209.09363253361587,201.89236610408938,312
GS2B_20200722T164849_017641_N02.14,15TYH,Sentinel-2B,471.6635384518487,532.2969326698999,675.6547332619514,487.66506266927024,562.7008250929022,461.665957044782,479.2795868237073,406.4664483214714,433.1742394658942,349.3870504503372,325.170913900611,311
GS2B_20200722T164849_017641_N02.14,16TCN,Sentinel-2B,490.38754761724533,540.5739423295238,679.0267791821186,485.5813214258682,563.5285829612249,459.29235096748164,474.96548853401947,401.1301117586216,427.9773959988899,348.17588738363725,326.2517974721864,312
GS2A_20200727T164901_026621_N02.14,15TYH,Sentinel-2A,528.9454304969456,566.1769603829441,827.4158216287715,572.9114568243372,661.6092334823963,524.9269509353155,538.8018769288911,471.5844806953457,494.83200856585023,371.4544183409965,347.48019147194066,311
GS2A_20200727T164901_026621_N02.14,16TCN,Sentinel-2A,540.7788541587828,568.7202376447439,828.3260425338684,567.8760437952519,653.0902015691618,514.7253714775852,527.2535255682537,464.1646106107621,487.96312974595713,368.7636544816973,345.3512197583189,312
GS2B_20200801T164849_017784_N02.14,15TYH,Sentinel-2B,248.86546576809235,376.56879763179455,604.1119229073506,313.7181961327708,397.5839390313032,286.5580021414627,319.2103420041571,285.6291238899036,274.8092460792343,148.03163066070414,135.0458021036721,311
GS2B_20200801T164849_017784_N02.14,16TCN,Sentinel-2B,272.52240217967153,387.9024067206539,608.6398118015082,311.1928529983098,400.11865839198765,286.4186785741314,317.3033250081989,280.4037942430434,269.29835515527634,146.98505259971242,135.2106132848961,312
GS2A_20200806T164901_026764_N02.14,15TYH,Sentinel-2A,339.04771682307745,373.276437614159,585.5436795364365,287.86462177993326,451.3564527303647,289.1456320463566,286.58340996409913,239.21854254582104,208.1068085910437,53.25973420671416,40.32119418026077,311
GS2A_20200806T164901_026764_N02.14,16TCN,Sentinel-2A,385.61510128913443,402.23909533540194,601.8924796286484,295.1617472691038,450.6922223063146,290.9564570246473,288.29849390751536,241.19600645828598,209.38435631574967,52.89323645904286,39.525215065970386,312
GS2B_20200811T164849_017927_N02.14,15TYH,Sentinel-2B,149.4727971279209,259.46098129369534,455.9222397178312,177.98071424072563,241.44668388234558,116.71843547269636,125.87816338099141,107.13065440574427,83.20841468791338,18.803451533665047,17.843761415884618,311
GS2B_20200811T164849_017927_N02.14,16TCN,Sentinel-2B,185.47655087161635,281.21758873836376,468.15381316380314,181.69922298746184,247.9992179419258,121.21570927621788,129.56805166628826,106.41785867453764,82.32307828149044,18.884734730946782,17.748883675168393,312
GS2A_20200816T164901_026907_N02.14,15TYH,Sentinel-2A,270.8397556213391,317.0198274233169,551.6629464004537,281.5535050702275,326.5386659948353,207.4805189897337,213.30848397052353,177.3904138061347,177.88364300560565,101.7192038798262,98.06539018706307,311
GS2A_20200816T164901_026907_N02.14,16TCN,Sentinel-2A,299.5711168293851,333.0261484901232,558.8847347309468,281.05807411892323,330.3208708595071,207.93754887862957,214.06421705895713,173.22394611367596,173.85573551300476,100.74443098968189,97.83467040036328,312
GS2B_20200821T164849_018070_N02.14,15TYH,Sentinel-2B,317.5800466083014,400.137469295207,618.9977325691253,296.6454493922026,331.5283869748695,213.77625496000508,227.30697234994028,180.04189708383205,175.3708131259055,86.29263714807593,81.05373811173398,311
GS2B_20200821T164849_018070_N02.14,16TCN,Sentinel-2B,356.09717702262924,423.0818133656249,631.7871792931203,300.3311385251898,337.2421983400186,217.28224728171742,228.9332601730619,179.56849315068493,174.9198895027625,85.57587224702942,81.12309846363425,312
GS2A_20200826T164901_027050_N02.14,15TYH,Sentinel-2A,513.994394407004,542.4494551867483,785.6160105813448,457.27076903697184,513.2417837122882,450.2518485860053,463.03741260943536,398.118989733577,402.48908483970536,138.48051898973367,108.58275492851297,311
GS2A_20200826T164901_027050_N02.14,16TCN,Sentinel-2A,499.0393930220238,522.5125381568654,770.8056964101011,434.4360982870406,504.4675445899241,438.49834758697244,450.33622190267147,378.6074194606323,383.7414415096243,133.44008426045053,106.68669744443604,312
GS2B_20200831T164849_018213_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200831T164849_018213_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200905T164901_027193_N02.14,15TYH,Sentinel-2A,283.0005542608807,325.22375763683317,499.1193676387229,323.6452100522771,353.36756314165143,253.4810984442904,255.84158216287716,227.9696164262772,236.33214083265113,165.47599672482212,160.44638155822895,311
GS2A_20200905T164901_027193_N02.14,16TCN,Sentinel-2A,346.17265824062156,367.0960922323974,521.8097832942306,335.0811826736294,362.6354852544212,258.12693307096544,258.1880597391458,228.48953051287876,234.62651681424842,165.02619894548292,159.79570624889632,312
GS2B_20200910T164849_018356_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200910T164849_018356_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20200915T164931_027336_N02.14,15TYH,Sentinel-2A,500.8750519619575,564.9999496126476,674.9920136045856,495.6492788310136,576.9269257416393,657.382540782264,667.6732884046108,617.0559803489325,596.5372173584428,169.68766139698943,105.61533035208174,311
GS2A_20200915T164931_027336_N02.14,16TCN,Sentinel-2A,409.58360453089114,478.5578849113245,604.4149322636796,432.0825449683393,516.9879285552108,603.2514190569894,618.9617422235677,571.415398975756,555.129872095663,156.55505941118594,98.87976487802413,312
GS2B_20200920T164909_018499_N02.14,15TYH,Sentinel-2B,390.2809472822322,551.1515903508221,626.8516470365939,448.98386345027427,528.3653083076151,544.0197392454496,563.3405807142407,511.3880707942308,488.8656925111798,168.66226617119105,112.37059897965614,311
GS2B_20200920T164909_018499_N02.14,16TCN,Sentinel-2B,668.6391432679936,749.8558868790836,764.2152299503015,553.7993390347891,615.4416105350791,622.441635762759,631.1112792956434,574.8572996291526,545.9532152677917,183.14581598930346,119.70328464391129,312
GS2A_20200925T165041_027479_N02.14,15TYH,Sentinel-2A,232.46338728979038,275.97510864772966,384.50537255148953,241.58153303520822,278.84955596145386,197.12184921584694,194.65805882723433,169.35529382125088,166.8242111230082,89.29728538136933,80.3927568180387,311
GS2A_20200925T165041_027479_N02.14,16TCN,Sentinel-2A,281.9205706501172,304.5084891142562,398.63662050001244,245.21206387648522,278.43450894321256,196.09755543782643,192.38002976866204,168.3907515325815,165.65444385579855,87.64251116324826,78.756515048311,312
GS2B_20200930T165019_018642_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20200930T165019_018642_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201010T165129_018785_N02.14,15TYH,Sentinel-2B,150.05797064936698,246.33022611324571,287.9684197266486,179.95704478175986,215.5129936385968,143.92799647288535,141.13052843736224,124.96601373055367,111.46253070479314,34.4781255904768,29.43524595326574,311
GS2B_20201010T165129_018785_N02.14,16TCN,Sentinel-2B,177.00198037286503,256.78475743585864,288.4268145008703,172.71678145260984,205.08539569615778,131.23247306945174,127.21116829385198,115.06853099220467,101.30459900602942,30.17124549055223,27.875463558616524,312
GS2A_20201015T165301_027765_N02.14,15TYH,Sentinel-2A,41.199647288530606,97.90008187944834,184.1797064936701,123.43588839201367,135.59285759274422,87.55346727971285,92.03544750267687,86.68757321912202,80.53467279712794,45.13139761919761,47.594948667884395,311
GS2A_20201015T165301_027765_N02.14,16TCN,Sentinel-2A,100.76611418047878,135.04008678321853,203.58690935694648,131.49489139483842,141.92656222407228,91.4969222230631,94.71727339236612,88.28418981306284,81.68214384823024,44.69963924417872,47.57398017104367,312
GS2B_20201020T165329_018928_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201020T165329_018928_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20201025T165401_027908_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20201025T165401_027908_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20201030T165429_019071_N02.14,15TYH,Sentinel-2B,43.42195628897147,149.73324935441207,189.36136549726027,100.06816149146572,86.53125905397745,51.30393651193552,53.42121307551806,55.67437173269511,48.52045096680736,15.880733135982874,15.485521186655198,311
GS2B_20201030T165429_019071_N02.14,16TCN,Sentinel-2B,104.33565427987587,186.13375715835411,210.7497792578017,108.61923862862335,91.23544993566942,54.872701127677274,54.02361310830245,58.01232372158729,49.506319533792464,15.39034788970458,15.176366709553722,312
GS2A_20201104T165501_028051_N02.14,15TYH,Sentinel-2A,1.0,43.38087799962211,139.5638344775462,57.16805441834103,56.267871764187205,26.83942810354602,26.23151563443818,20.92893971944902,18.56825351675632,19.50994520375386,24.74924733891794,311
GS2A_20201104T165501_028051_N02.14,16TCN,Sentinel-2A,121.08799414717828,154.82601730618833,214.6810716718383,107.74007921491459,88.06650016397987,54.996745629304456,50.6782840132193,54.44629026968389,47.13384545523349,23.646522364338153,26.503443578294103,312
GS2B_20201109T165529_019214_N02.14,15TYH,Sentinel-2B,130.17818227624878,236.71458084020924,268.2420734395667,131.2205832336084,121.79100585752981,84.35900988851802,91.51275429867106,74.38080241859295,71.0236946526422,70.8038798261637,64.8110348302576,311
GS2B_20201109T165529_019214_N02.14,16TCN,Sentinel-2B,213.81619112490216,288.67885163601494,300.65279144277105,149.23797270365046,148.52361310830236,108.13558616514038,111.15636115946417,83.8151063346704,78.82996543807866,73.87431569918515,66.38453290950832,312
GS2A_20201114T165551_028194_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20201114T165551_028194_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20201119T165609_019357_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201119T165609_019357_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20201124T165631_028337_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20201124T165631_028337_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20201129T165649_019500_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201129T165649_019500_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20201204T165701_028480_N02.14,15TYH,Sentinel-2A,1.0,58.58101656484224,143.75244693581914,58.86773319896709,54.32236568621279,26.646653480507894,28.996924215738847,28.903840936397817,29.269224722928197,13.914431689488328,17.002910049457792,311
GS2A_20201204T165701_028480_N02.14,16TCN,Sentinel-2A,35.903756401523744,95.4697015565478,162.59862761421832,64.73133782386031,57.82446580388,27.771167165018273,28.825600721510025,27.857857998114785,30.133963127887146,12.934882165277351,16.02470035012394,312
GS2B_20201209T165709_019643_N02.14,15TYH,Sentinel-2B,1.0,75.67074384329537,120.26462177993331,36.562121307551834,29.913182591169626,7.294027684576847,14.358637154534055,10.509153093549381,10.10884777323134,8.093893076976277,11.603130629401168,311
GS2B_20201209T165709_019643_N02.14,16TCN,Sentinel-2B,1.0,110.3201266429526,137.2653321224047,41.86509498221447,32.317566033451904,8.508427294746511,13.989963680723058,9.19109164708396,10.017442283883183,7.607989796239723,11.12014054813774,312
GS2A_20201214T165711_028623_N02.14,15TYH,Sentinel-2A,379.0321093405557,343.7247968759841,356.65412861371806,214.65267997732568,191.45139509983,137.16553505070237,139.99101845436803,177.47006361403297,130.35778799521324,74.18652138313284,90.89925048812754,311
GS2A_20201214T165711_028623_N02.14,16TCN,Sentinel-2A,572.9441080753802,498.83243775069974,468.65387623300273,296.190014884331,243.99888998208846,186.80714700169025,183.9539216428265,233.64045510734368,181.33985468856417,82.79927596558943,95.35076566008225,312
GS2B_20201219T165719_019786_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201219T165719_019786_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201219T165719_019786_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201219T165719_019786_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20201224T165721_028766_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20201224T165721_028766_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20201229T165719_019929_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201229T165719_019929_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201229T165719_019929_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20201229T165719_019929_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20210103T165711_028909_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20210103T165711_028909_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20210108T165659_020072_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20210108T165659_020072_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20210113T165651_029052_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20210113T165651_029052_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20210118T165629_020215_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20210118T165629_020215_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20210123T165611_029195_N02.14,15TYH,Sentinel-2A,2506.134395666689,2350.854531712542,2222.9212067770995,2153.323134093342,2172.271247716824,2075.062316558543,1939.667216728601,1957.661384392519,1842.0051269131452,203.69503054733266,231.99488568369358,311
GS2A_20210123T165611_029195_N02.14,16TCN,Sentinel-2A,2537.7605136355596,2366.1921970786357,2220.643293221323,2138.7259012588606,2146.5348268119787,2051.363329044626,1916.7020106460805,1942.327013799541,1823.392555311688,198.40920558036268,228.52696838971715,312
GS2B_20210128T165539_020358_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20210128T165539_020358_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20210202T165521_029338_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20210202T165521_029338_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20210207T165449_020501_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20210207T165449_020501_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20210212T165421_029481_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20210212T165421_029481_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20210217T165339_020644_N02.14,15TYH,Sentinel-2B,,,,,,,,,,,,0
GS2B_20210217T165339_020644_N02.14,16TCN,Sentinel-2B,,,,,,,,,,,,0
GS2A_20210222T165311_029624_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20210222T165311_029624_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20210227T165139_020787_N02.14,15TYH,Sentinel-2B,8336.84067519053,8695.422359387796,8678.322756188203,8706.098797001954,8879.837425206275,8371.370309252381,7766.698859986145,7647.903394847897,7045.951628141336,108.5755873275808,105.38943125275559,311
GS2B_20210227T165139_020787_N02.14,16TCN,Sentinel-2B,8355.50737909634,8700.72688513837,8677.19798683115,8694.023978909658,8860.354474129015,8353.680226544562,7748.999646812481,7627.404210499758,7031.0759479300705,106.05483236206764,104.24850525997125,312
GS2A_20210304T165201_029767_N02.14,15TYH,Sentinel-2A,4522.467657617939,4474.281299993705,4408.602204446686,4374.878553882977,4448.236291490837,4202.449858285571,3834.760269572339,3793.3309315361844,3525.985123134095,179.5710524658311,202.24489513132218,311
GS2A_20210304T165201_029767_N02.14,16TCN,Sentinel-2A,4518.009296400009,4450.71140795681,4378.4997224955205,4335.125860894573,4419.924279119049,4173.162592396376,3808.0872120891045,3752.0212038648797,3489.1058175029625,179.87283987991614,202.2618002472312,312
GS2B_20210309T165029_020930_N02.14,15TYH,Sentinel-2B,1789.34359135857,1944.8936322982934,1938.3894312527568,1794.1908043081187,1779.4905964602885,1575.8497701077038,1365.6667506455879,1226.5848963910069,1088.7499401650193,159.06307236883546,154.937343326825,311
GS2B_20210309T165029_020930_N02.14,16TCN,Sentinel-2B,1869.572706173213,1983.7176518075628,1959.5473775826836,1801.9709629405384,1771.8272913040184,1570.553356542799,1365.1017684603544,1227.661797724463,1090.7623552561874,158.94225384091428,153.7576124523827,312
GS2A_20210314T165051_029910_N02.14,15TYH,Sentinel-2A,,,,,,,,,,,,0
GS2A_20210314T165051_029910_N02.14,16TCN,Sentinel-2A,,,,,,,,,,,,0
GS2B_20210319T164919_021073_N02.14,15TYH,Sentinel-2B,329.34897020847785,401.2198904075078,409.16451470680875,339.5772627070607,327.77988284940494,308.16195754865544,296.59119481010276,286.82853183850864,266.42841846696484,93.97087611009638,87.18920450966812,311
