StatesEpiC_DOCR,StatesEpiC_DOCL,StatesEpiC_POCL,StatesEpiC_POCR,StatesEpiP_TP,StatesSedC_POCR,StatesSedC_POCL,StatesSedP_TP,StatesSedP_TPB,StatesEpiC_Secchi,StatesHypoC_DOCR,StatesHypoC_DOCL,StatesHypoC_POCL,StatesHypoC_POCR,StatesEpiGas_DO,StatesHypoGas_DO,FileNumber,FileName
1159804436.5968752,13191054.279958254,13435637.09664563,2517036.654899706,4677909.137566315,29033084260.307125,9879249228.010845,276489349.7148601,356167075.5419989,8.182851363032748,0,0,0,0,6068267307.685047,0,1,./Output/eutro_run_v7/Mendota_1980_Present_Oligotrophic_1_1.RData
