"sampledate","year","daynum","stratFlag","thermocline","layer","temp","o2","tp","doc"
2012-04-04,2012,95,FALSE,NA,"all",7.99431964757214,12.8742152273569,57.2114395548862,NA
2012-04-17,2012,108,TRUE,8.97844120114596,"all",9.99023211919589,10.2343574245679,62.3718111919472,4.59181228004483
2012-04-17,2012,108,TRUE,8.97844120114596,"epi",10.0855752961083,10.2941201353638,58.7376797800338,4.54850941201354
2012-04-17,2012,108,TRUE,8.97844120114596,"hypo",9.88419108868975,10.1678891187712,66.4137054563698,4.63997388844318
2012-05-01,2012,122,FALSE,NA,"all",10.5438350735869,9.4492254167484,66.8873485078409,NA
2012-05-14,2012,135,TRUE,9.6898476864726,"all",13.5280362479737,8.95866030419652,91.8877544251909,NA
2012-05-14,2012,135,TRUE,9.6898476864726,"epi",14.5452280567267,9.79791107704101,81.9805361249521,NA
2012-05-14,2012,135,TRUE,9.6898476864726,"hypo",12.1167949165833,7.79429251451546,105.632926008458,NA
2012-05-29,2012,150,TRUE,11.7483206132771,"all",16.7722446389163,7.31281966697125,NA,NA
2012-05-29,2012,150,TRUE,11.7483206132771,"epi",18.8805487506124,8.5223746529479,54.1740160052262,NA
2012-05-29,2012,150,TRUE,11.7483206132771,"hypo",12.2522671453711,4.71966373491665,NA,NA
2012-06-11,2012,163,TRUE,10.7305284017856,"all",17.8286296352259,7.20544113634388,86.7853739258687,4.54453086729346
2012-06-11,2012,163,TRUE,10.7305284017856,"epi",20.5793491644679,9.90932277924362,45.1383905013193,4.59242546174143
2012-06-11,2012,163,TRUE,10.7305284017856,"hypo",13.0812873084598,2.53893419754262,158.662017506457,4.46187175463984
2012-06-25,2012,177,TRUE,11.371745768903,"all",19.9296408833365,6.18546345390194,NA,NA
2012-06-25,2012,177,TRUE,11.371745768903,"epi",22.6859545974196,8.64122162338723,35.1740160052262,NA
2012-06-25,2012,177,TRUE,11.371745768903,"hypo",14.0204004261889,0.92058179186624,NA,NA
2012-07-10,2012,192,TRUE,9.78350699915095,"all",21.5430686311458,4.36114409407836,90.6839383871335,4.4938152714704
2012-07-10,2012,192,TRUE,9.78350699915095,"epi",25.8084131851284,7.26389421234189,19.4540053660406,4.57154656956688
2012-07-10,2012,192,TRUE,9.78350699915095,"hypo",15.625373978669,0.3338987836648,189.507606299641,4.38597167730023
2012-07-23,2012,205,TRUE,10.1511854377597,"all",21.3737058273327,3.65432976388774,NA,NA
2012-07-23,2012,205,TRUE,10.1511854377597,"epi",25.2464555848725,5.77173262972735,19.6441512752858,NA
2012-07-23,2012,205,TRUE,10.1511854377597,"hypo",14.6899023171988,0,NA,NA
2012-08-06,2012,219,TRUE,11.0789718606859,"all",21.6601515644916,4.2380237534141,98.9041421601735,4.5603302139324
2012-08-06,2012,219,TRUE,11.0789718606859,"epi",25.1331536828352,6.21481300016332,14.9256083619141,4.68305160868855
2012-08-06,2012,219,TRUE,11.0789718606859,"hypo",14.2144081715619,0,278.945095741434,4.29722872909584
2012-08-20,2012,233,TRUE,12.3041779234729,"all",20.1097485119865,4.74540651958165,NA,NA
2012-08-20,2012,233,TRUE,12.3041779234729,"epi",22.4737639675494,6.52213378233583,18.6903413439461,NA
2012-08-20,2012,233,TRUE,12.3041779234729,"hypo",13.7957719155844,0,NA,NA
2012-09-04,2012,248,TRUE,11.8747309008266,"all",20.6426349524142,4.78908611940845,121.103999639275,4.66286450530555
