DATE_ACQUIRED,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,pixelCount
2016-05-30,0.004384427222015933,0.011221079836537992,0.023919460240646447,0.014606043521311991,0.016592771945252053,0.016564548614363662,0.014646411464357285,294.3094538455225,44023
2016-06-15,0.0063327896029661225,0.012193874125163715,0.020017571678092334,0.008730315591015642,0.006804498704083328,0.004828899469384609,0.003404914687004393,296.0642740866588,44024
2016-07-01,0.0028645480002872,0.0145734372108818,0.036078272064811505,0.024366785066083415,0.021350113072593505,0.02443662399289875,0.02439642458038188,297.0326321587977,24032
2016-07-17,0.016105855218700088,0.02490867843959807,0.042726459840727336,0.02782933845957181,0.03231820866890445,0.022945329772628337,0.019032319155294727,295.56260768367065,39165
2016-08-18,9.922523392251901E-4,0.006838891114075759,0.024240829991470012,0.00482294006521647,0.001954278922821243,0.004821157799538687,0.004402066611030003,300.4676237334986,30098
2016-09-03,0.0047726858767515815,0.008750673431734309,0.0244409925093633,0.008713378008429504,0.020568195670124377,0.018040846774193545,0.015113892329701962,292.7785813851833,13155
2016-09-19,0.018808953866832578,0.020261818955599475,0.02431912121391145,0.013187738951288022,0.008669478723609025,0.004720648730009074,0.003108555265524329,296.34329044605016,44023
2016-10-21,0.004943885720271903,0.00685965903390619,0.015168971036585354,0.004893901106960543,-9.037540771297043E-4,0.002755809478793706,0.004379315302808344,287.54619626384147,6474
2016-11-06,0.011008366980852176,0.015855380447227244,0.02493107891584975,0.014153942643903902,0.010673510354026533,0.00663227018327783,0.0043227699963481045,287.2035104323476,44024
2017-02-26,0.6289875955287508,0.6446446352463308,0.6367159799206714,0.6522834616567867,0.6133182569311237,0.07275135369032315,0.08449811360449341,271.54639562728227,44001
2017-03-14,0.03725512081505225,0.029408765842680953,0.025127430929665556,0.009429842445773646,-0.0020150917701583504,5.33061447224346E-4,0.0024296696077818194,273.3468747226409,42787
2017-06-02,0.0034100988700564916,0.00926993421052632,0.018517018057244383,0.008801748988823774,0.010685857782993687,0.00874301425655397,0.007281826133096832,294.4340946040223,44022
2017-06-18,0.006852760449206546,0.014603362898940325,0.03563945238095237,0.019067782245286005,0.017707254429892138,0.028306318672808025,0.027855216310768663,295.84217782139194,4630
2017-07-04,0.012204670415692894,0.02000983385343767,0.04540250891492612,0.02390283394452975,0.016573601831805597,0.01269310635801004,0.011229389168228136,297.93761523515224,44024
2017-07-20,0.0034196406370617153,0.013181794171822862,0.03759671782236631,0.01806750009480458,0.013597593202823482,0.008805149197508822,0.008308807903703556,299.7203050196512,43063
2017-09-22,0.01782353728018311,0.02101209886514171,0.03074485483410814,0.016137079063666005,0.008959194783418594,0.0034783595298600823,0.0022545216559514106,296.09259675365286,44022
2017-10-08,0.004154358122681391,0.009293726736111112,0.018089317304342534,0.008250323818415128,0.002800002918779913,0.002333157900338138,0.0013977273373408459,292.0306229247178,44024
2017-11-09,0.010735530746982478,0.010738732246522631,0.012675368748015085,9.121991476890255E-4,-0.002794879359286297,0.0027928516174402242,0.002817123646820028,281.280031269467,8515
2017-11-25,0.0048244600424098005,0.008704923096550578,0.01655875226431042,0.008746830915002531,0.006120245438608848,0.004779356253246824,0.002785008740501595,278.70371313565204,36221
2017-12-27,0.40235576893961006,0.43351388458623114,0.44918280369096114,0.464840272189036,0.4492735577509691,0.07517690914288336,0.09325322138922891,261.96955714107736,43593
2018-01-12,0.001768984741653281,0.005795644143186701,0.01745211197896528,0.009638419422582178,0.005689888894808861,0.004776873408862446,0.004772051387678194,262.5774775654004,28409
2018-03-17,0.013683739195114305,0.03710200175690386,0.10346908576738441,0.11138685557429305,0.06738961203938748,-0.02670573467231738,2.812872763419422E-4,273.03067012294497,43604
2018-05-04,0.0014264300298289978,0.006334850972311086,0.016107420297555793,0.008299921990751304,0.006830850329256563,0.00633338046055164,0.005331917809759549,283.5608008247137,42579
2018-06-05,6.096384294768876E-4,0.00723660901732756,0.029797802197813125,0.010595186854509398,0.008737254889178602,0.0031876748296578794,0.003402427809109192,294.46865467589447,44023
2018-07-07,0.020997047170116957,0.028800711538886012,0.0483480958604474,0.03369810823685692,0.029377222783165884,0.02248227897571239,0.020489190827473497,298.9043072269562,44024
2018-07-23,0.02193749581171508,0.03075020568423671,0.05222849062900975,0.0356371497242875,0.030241330408141847,0.020514611908297387,0.016109883585874295,298.5316571615185,42826
2018-08-08,0.020591065797924253,0.024423889608357348,0.04011784293156153,0.018579397241103544,0.00977202965086796,0.002807249639508661,0.0014597826071855676,298.21885838071495,43726
2018-09-09,0.0011997485179674108,0.007350810618415346,0.020452292739707008,0.008780172032174138,0.00457387410714125,0.0026770644118643758,0.0024898912223817863,294.219551303939,44024
2018-09-25,-0.010246870741574403,0.0014211292610038979,0.030749474150481126,0.008795250961385248,0.0029041087231352685,0.0067689068930041115,0.006339131668181106,292.6563629226738,13617
2018-12-30,0.0059545230420883066,0.0060287866472546765,0.009215225185738038,0.0012684802163590852,-0.0020227511490916107,0.0026273263844996796,0.0033470061233150726,272.73633729314577,26614
2019-01-31,1.1212976260901937,1.136970496831419,1.0587080404516795,1.0664987332416815,0.9335278506482378,0.05764201065093352,0.07275463479559435,248.53009936871996,41431
2019-02-16,1.083947140319878,1.0898122999176212,1.0270606471292025,1.0274382592592601,0.8847799700719892,0.12155891369210557,0.13231093955948672,263.0703267620905,9618
2019-03-04,1.0589088563169669,1.0743034043143251,1.0272804419635029,1.0349429360665037,0.9334497396543745,0.0673835227663203,0.08544205475548072,257.17055360181314,43341
2019-04-21,0.00928236404813839,0.011235939085441083,0.01707467720465892,0.010238454916836866,0.004875012423708823,0.003091217539447577,0.003368999114696028,282.43726003148845,44023
2019-05-23,0.016844739580294837,0.025153648865573988,0.03832538574415045,0.032471771818195126,0.04503604929621976,0.038577293609226,0.032709756143374236,279.93456001300257,22488
2019-06-08,0.00829364940226306,0.01512363922898538,0.02491495515199013,0.018506548280515137,0.02046960053002057,0.02243978015714962,0.020476394594989726,294.1856103485471,44018
2019-07-10,0.0024200095959844422,0.012191191194334514,0.039554072279939186,0.018539413050973997,0.014592166424964557,0.013162154233208613,0.011235737957987215,298.6883115989926,43764
2019-08-27,0.015127276837841043,0.023918061470110583,0.050310503038328694,0.02492319896437601,0.01453268036478475,0.005034995938197414,0.004357832799336375,296.3435611132977,43399
2019-10-14,0.0028474325943825033,0.008683852437011355,0.0224978257886143,0.010653021047283934,0.006860425571865824,0.0027173969656761696,0.0013686145677977535,286.95336653708756,43026
2019-11-15,-0.005619371078695,-0.005595609768512448,0.010134365425969608,-0.005553896576846096,-0.0016066241774494155,0.01025579619720263,0.012947071930240245,275.3443167198844,42261
2020-02-03,0.24610052689238912,0.26168596758373586,0.2773539979560468,0.2538597985764634,0.10356616874596365,-0.014612932447285981,0.001450898915704791,272.10991329596493,43766
2020-02-19,1.136663281570551,1.1599441550405356,1.128859339666249,1.1367503025439551,1.0429410129614836,0.026384331231689057,0.049326092436347044,261.9695931810031,35777
2020-03-06,0.2518796593025936,0.2636566744947119,0.27532772992732524,0.2636481599898649,0.14643677099226501,0.004881946668359174,0.0043816846182110035,272.0935808100363,44023
2020-04-07,0.02980500396176761,0.029805910725267122,0.03175887474705298,0.022943676287375415,0.014653724152640648,0.010599078233705614,0.007286791506330551,278.31301545431154,41172
2020-05-09,0.007088779736730806,0.012453256490599786,0.022917747019148275,0.01414085407769227,0.010670635820028794,0.010679526162664769,0.00874541065225385,283.0592483315836,44021
2020-06-10,0.004876051746935718,0.007309150591469578,0.0180654963103663,0.0043976023125674195,0.005884427435067315,0.00926706362407735,0.008240463911189114,295.5909501410475,20781
2020-07-12,9.668304843304807E-4,0.006825328617962499,0.028293294622236856,0.010745606605935109,0.005916960431987204,0.014665832011943703,0.01613387261546883,299.53168607961163,10950
2020-07-28,0.007302925757849184,0.01610056857977738,0.04346815667139443,0.020978522008516836,0.014551304385964926,0.008268070452170205,0.006320720532207692,299.2185479993299,29439
2020-09-14,0.018324375372856083,0.0456570897492301,0.0883988676717426,0.07469179195922991,0.11818290944565597,0.06846791129347396,0.04494115023462509,290.5157829542439,6640
2020-10-16,0.0012043918704350502,0.006577182032768681,0.017813672599249875,0.0101895898867527,0.006696239201402989,0.0048024272914313154,0.004366716547239771,285.73446177046475,44024
2020-11-17,0.002380766724427663,0.0072479039345826925,0.01535465515423156,0.006268821489454889,0.0026687088275384714,0.003058467877263499,0.002444434305528525,279.890171311942,44024
2021-02-05,1.1426613263359728,1.160136496784896,1.0978530802733848,1.0979153666360042,0.9960564464744674,0.09471164804758132,0.11573237657416409,256.6703607243309,23322
2021-03-09,0.0018470620837869535,0.02146799907172695,0.07607522009101886,0.08403485261753912,0.028319782575747805,-0.014585538912909205,0.008279461422845674,271.93383276441193,40921
2021-05-12,0.0014200920976157323,0.005356285271793311,0.010180171207658274,6.635944009940741E-4,0.0011729526569959781,0.0011519252298217357,0.0014689800599860668,287.0611099013637,40390
2021-06-13,0.0053751018142222575,0.012197760637243128,0.02490939556919205,0.011222132366665806,0.010728384110788029,0.006762818175824913,0.006789662273407205,299.68607894847827,44021
2021-07-31,9.100062268303953E-4,0.014658608722574969,0.04834947128692988,0.02441842310884035,0.02534929988497862,0.012643605755770882,0.008788052040398807,297.4058262289134,33271
2021-08-16,0.00478111788588658,0.01281545983861867,0.048379874293334936,0.015132092674753437,-0.0018755320027552707,6.361625352951864E-4,0.001315857083694116,299.03142427361973,28629
2021-09-01,8.473848629463799E-4,0.008807302226171472,0.03422301551957508,0.012693514154904606,0.001663080049438437,0.0028732598402110474,0.0028244643143435794,297.0303889674908,22804
2021-09-17,-0.006883435397474383,9.685321611332612E-4,0.018554220265431288,0.00676236627043091,0.009433187436932387,0.006735314783467566,0.007296869156483233,293.0597774879955,11058
2021-10-19,0.004357292637820968,0.009268074496314282,0.019013259001793008,0.009272269698210529,0.0026373773640694168,0.002782995922383615,0.002275460448547586,290.52988066038364,44024
2021-11-04,0.021712343145424726,0.023192719791985242,0.026867385994552375,0.01708706090102703,0.010687239490128713,0.005024426512973623,0.003284687356520343,284.51381956453514,43915
2021-11-20,0.015865264096439978,0.027585332316604292,0.04320675609829009,0.03637833769633506,0.045878370503597124,0.04147740651395101,0.03467413441955193,275.5795765437377,5021
2021-12-06,0.0024187063597078703,0.00870114333837527,0.01847741737799034,0.008735158759006916,0.0028013527703886565,0.00467701211686281,0.002983338606202283,276.8454604532928,44024
2022-01-07,0.4570149970008771,0.4726885397358945,0.4571173260871318,0.47267839029164704,0.43367200672996603,0.07625255724287475,0.0958478522515012,264.09249062497884,43899
2022-01-23,1.1365484799314038,1.1524609985477132,1.0820755239694877,1.0986444317904156,0.9965916527306548,0.1293933436131401,0.1518246560515717,255.71939995989632,11074
2022-02-08,0.8555233253280928,0.8788929403171337,0.837831723405049,0.8476047009864367,0.7597187290131971,0.021976151473120317,0.03860224677753868,266.79704685196094,29478
2022-03-28,0.029255775255633693,0.0410368552068417,0.06842036230752659,0.05662561020119109,0.0283456476195847,0.014617375905451797,0.015127300615903207,271.8165986881537,39001
2022-06-16,0.02515527736350188,0.031738844065772064,0.04640668700632448,0.033707935222554906,0.030398304298113906,0.024455886884978528,0.021952739721270487,293.6824773555125,44021
2022-07-18,0.011479781919451582,0.016132394371082204,0.03076350685435517,0.014181754107575226,0.006908829961943445,0.002819172565263112,0.00239870580975419,302.18627886692383,44023
2022-09-20,0.002191158959537568,0.009521645928834378,0.02586754420650738,0.013172717932637317,0.012683278793941145,0.00866854243457769,0.006579317459870343,292.3819518131623,38264
2022-10-22,0.0070816393491007715,0.01147005947812737,0.018051127659574465,0.012202513073799244,0.008890706773791777,0.006691130497538557,0.005337371613064146,284.9673252913728,44023
2022-11-07,0.0014000396139580945,0.005281273485363474,0.012117026085587878,0.00528936614964798,6.577689489544738E-4,0.001180605503388169,0.001304134427654918,284.0152566568524,44024
2022-11-23,0.00238605172798777,0.006275711111815086,0.014096590269311378,0.004284841371955603,0.002919214016134647,0.003044504537246375,0.003273403975192927,279.0957709321908,44023
